F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.23,5.295,-7.02,1822.18,-6.993,2772.07,3.822,-0.5127,1,-2458.08,12004.5,0,161.744,12.078,-44163.36,-9.696,-181.32,1981.06,11.3973,-3.75,-15.93,TRUE
-4.23,3.7683,-11.833,1912.78,-8.642,2807.84,2.9547,-0.9969,1,-2810.75,9979.2,1,179.974,9.504,-46715.73,-8.1994,2203.95,2048.34,10.0893,-5.532,-16.17,TRUE
-4.23,4.2827,-16.382,1667.516,-7.616,2922.78,8.712,-5.694,0,-2342.25,10484.7,1,182.74,7.526,-44180.118,-8.1988,-897.45,2211.74,12.414,-4.802,-14.92,TRUE
-1.23,3.9638,-17.108,1665.49,-6.1168,3296.28,2.9358,-1.5651,1,-2178.45,8887.8,0,161.2034,6.4554,-43874.94,-14.75,-335.46,1699.18,9.8214,-2.1244,-14.53,TRUE
-1.23,3.5608,-17.857,1804.28,-7.814,3651.98,5.0859,-1.9443,0,-2827.75,9825.6,0,182.4,6.5018,-44132.886,-8.9638,170.25,1998.54,10.4757,-3.774,-16.84,TRUE
-4.23,3.5306,-19.118,1655.88,-5.9946,2707.296,5.523,-5.949,0,-1837.95,10779.3,1,161.2152,9.6,-46457.13,-7.7884,1432.95,2600.14,11.7936,-1.753264,-16.05,TRUE
-4.23,7.932,-13.4179,1637.16,-6.87,2789.14,4.0038,-2.1621,0,-2480.26,11112.9,1,190.74,6.5574,-44064.69,-9.742,-432.42,1878.56,14.055,-1.90624,,FALSE
-4.23,3.593,-14.25146,1697.51,-6.6342,2759.37,4.4229,-4.824,0,-2982.05,7543.2,1,167.152,7.1632,-44712.03,-11.354,152.25,1966.24,9.6129,-10.04,,FALSE
-4.23,3.7251,-13.2928,1833.48,-5.5636,2947.78,9.783,-0.4791,1,-2653.55,11428.74,0,215.54,6.226,-44139.639,-11.17,269.55,3977.54,11.5653,-3.802,-13.78,TRUE
-1.23,4.2888,-12.04,1742.64,-7.286,2753.34,2.6145,-2.2041,1,-2643.85,7906.2,1,183.16,7.1156,-44052.21,-9.4588,488.25,1876.54,9.6969,-2.874,-15.23,FALSE
-4.23,3.8079,-14.8951,1663.119,-7.77,2756.64,4.8534,-3.945,0,-2391.35,11866.62,1,193.02,7.547,-44121.87,-8.8958,731.55,2069.54,18.615,-2.432,-15.19,TRUE
-4.23,4.0085,-21.079,1704.03,-6.6232,2943.58,4.2606,-5.403,1,-2402.25,10934.7,0,180.128,8.612,-44103.3,-7.7816,-1990.05,2150.54,11.373,-1.815,-16.59,TRUE
-4.23,3.5094,-24.31,1680.56,-5.884,2874.78,8.913,-7.077,1,-1625.65,11770.8,1,162.0646,8.51,-44157.344,-9.56,-153.453,2351.54,19.734,-2.1626,-14,TRUE
-1.23,3.7407,-11.753,1576.34,-5.5846,2613.68,2.784,-1.2771,0,-2066.15,10348.2,0,176.792,6.6132,-44163.567,-8.4332,-806.55,1489.74,10.3464,-3.3644,-15.61,TRUE
-1.23,3.7837,-15.2236,1699.03,-5.5376,2707.913,2.54604,-3.696,1,-2834.05,7900.2,0,162.4204,15.108,-43925.64,-13.432,115.08,2602.74,9.7008,-2.722,-15.65,TRUE
-4.23,4.66,-16.658,1760.3,-7.76,2705.33,2.886,-1.4535,1,-2617.85,14213.1,0,199.82,11.526,-44108.04,-8.4106,2138.25,1826.486,9.5907,-2.3988,-14.42,FALSE
-1.23,3.5652,-14.9931,1745.64,-5.6918,2948.08,6.042,-3.219,1,-2874.15,12756.3,1,169.544,7.7008,-44131.071,-9.057,333.45,1824.928,9.5931,-3.1764,-15,FALSE
-1.23,4.0356,-15.747,1696.19,-5.9722,2795.51,6.207,-5.742,0,-2329.65,11724.93,1,163.942,13.382,-44197.62,-8.392,-949.95,1976.38,16.764,-2.1022,,FALSE
-4.23,5.844,-14.7508,1459.78,-5.793,2654.39,6.735,-0.891,1,-2465.98,11737.29,0,192.26,8.266,-44061.99,-8.2564,1065.45,3110.94,11.5488,-2.587,-15.74,TRUE
-1.23,4.982,-20.461,1631.52,-6.3468,2701.29,5.58,-1.755,0,-2458.63,9305.1,1,194.68,7.965,-44203.83,-9.778,-85.83,2179.74,10.2627,-4.48,-14.54,TRUE
-4.23,5.551,-15.342,1647.72,-6.8232,2607.58,2.60025,-7.569,0,-2455.56,11823.06,1,166.822,7.2658,-44447.31,-8.6222,724.35,2318.94,13.671,-1.77182,-13.84,TRUE
-4.23,3.7616,-17.78,1678.263,-8.958,3001.18,3.7524,-12.33,0,-2096.45,6679.2,1,163.664,7.5672,-44298.57,-11.158,-561.75,1787.24,9.5826,-5.618,-15.4,FALSE
-1.23,4.763,-10.911,1729.56,-7.784,2803.61,2.8599,-3.855,0,-2578.32,11738.46,0,171.694,10.544,-44373.24,-7.8934,4215.75,2045.34,14.682,-1.80388,-13.05,FALSE
-1.23,3.7839,-6.644,1738.89,-11.168,2846.38,8.586,-4.692,1,-3073.85,11040.9,0,167.484,8.834,-43714.83,-12.11,296.55,1972.16,13.998,-1.82916,,TRUE
-1.23,3.9698,-18.144,1808.58,-11.302,4681.78,3.4536,-2.3577,0,-2746.75,9775.5,0,164.438,6.224,-44149.455,-11.254,106.47,1909.82,10.7262,-2.1074,,TRUE
-1.23,3.5666,-7.522,1683.15,-5.6668,1881.88,5.886,-2.1939,0,-2649.35,9509.4,1,188.52,6.1294,-44107.38,-11.538,-21.75,1484.54,10.5072,-3.11,,TRUE
-4.23,5.121,-11.874,1851.28,-6.5564,3243.38,11.883,-1.5399,1,-2581.45,10644.9,1,164.248,6.8304,-44216.25,-10.066,384.45,2486.34,11.7075,-2.6924,-17.07,TRUE
-1.23,4.0718,-14.3993,1847.68,-7.786,3256.58,2.37396,-1.7382,1,-2627.95,12394.5,0,197.44,6.8506,-44059.41,-13.268,-39.54,1748.4,10.911,-2.0996,-14.06,FALSE
-1.23,4.2425,-12.938,1598.34,-7.98,2602.88,8.787,-1.9323,1,-2369.75,11358.9,0,162.0746,7.5658,-43923.18,-8.287,-285.03,1856.092,16.995,-1.9802,,TRUE
-1.23,3.7593,-13.7248,1649.72,-5.7372,2591.38,5.1705,-5.43,0,-2235.65,11645.043,1,175.25,7.2314,-44077.17,-11.908,-80.73,1894.62,10.6209,-2.271,,FALSE
-4.23,4.8,-9.6,1700.92,-7.588,2286.38,5.982,-1.8729,0,-2642.05,11756.55,1,176,6.5954,-44415.72,-8.4736,3054.75,2046.94,14.421,-1.9772,-15.11,TRUE
-1.23,4.0404,-20.384,1682.94,-9.718,3027.48,3.6129,-6.984,1,-2346.05,10817.1,0,192.24,7.4732,-44182.716,-9.0564,-475.05,1987.4,13.038,-1.78858,-15.06,TRUE
-4.23,3.6365,-6.815,1683.58,-10.34,3057.98,2.36991,-2.1321,1,-2199.35,10771.5,1,169.028,6.5836,-43994.67,-8.8002,-154.986,1929.78,12.0153,-1.81162,-14.78,TRUE
-1.23,3.5572,-16.46,1680.87,-5.4714,1606.78,5.1159,-2.1477,0,-2695.65,12159.9,0,168.87,6.1184,-44060.28,-8.1584,1682.55,6.14,12.411,-3.952,-12.9,FALSE
-4.23,4.54,-16.283,1755.47,-7.922,2872.38,3.8631,-2.121,0,-2417.83,6430.2,0,164.754,10.59,-44059.35,-9.834,-433.56,2141.34,9.5811,-3.405,,TRUE
-1.23,3.9471,-12.373,1714.93,-9.906,2657.59,8.658,-1.2006,0,-2643.25,10860.6,1,166.74,9.74,-44173.47,-9.5692,220.35,1749.64,12.858,-1.9604,-15.31,TRUE
-4.23,3.7456,-6.001,2094.28,-6.1564,2774.89,7.716,-0.4923,0,-2830.75,11648.088,0,180.508,9.256,-44153.823,-7.9398,5379.75,2737.34,13.338,-2.906,-15.11,FALSE
-4.23,3.5398,-13.163,1719.71,-7.93,2830.18,3.8109,-2.913,1,-2050.05,11873.97,1,175.774,9.726,-44902.53,-8.3016,-504.15,1812.54,12.285,-2.0964,,FALSE
-4.23,4.407,-14.7819,1640.08,-6.577,2564.18,2.49213,-5.772,1,-2354.55,11967.6,0,167.806,7.2206,-44194.32,-7.995,-49.5,1853.84,11.2581,-1.83368,,FALSE
-4.23,3.7505,-19.826,1685.83,-5.7364,2635.08,3.9624,-2.8254,0,-2989.85,11678.04,0,211.62,9.344,-44160.666,-8.2148,4230.75,2832.14,20.097,-4.79,-15.6,FALSE
-4.23,3.44567,-19.023,1684.12,-8.522,3257.68,3.3558,-4.668,0,-1055.65,10759.2,1,180.76,6.3458,-44078.04,-8.519,-796.05,1773.02,11.7672,-1.743652,,FALSE
-4.23,3.9832,-6.722,1637.61,-6.2572,1653.78,4.4562,-8.547,0,-2236.25,9756.6,0,202.12,6.2868,-44213.91,-16.534,-87.6,2887.94,10.8585,-1.7402356,-15.81,TRUE
-1.23,4.3721,-9.538,1567.58,-6.2742,2611.88,4.9053,-1.5873,1,-2408.45,11877.93,0,180.45,7.8454,-44171.052,-7.8328,3219.75,2162.34,15.717,-1.751752,,FALSE
-1.23,3.6715,-18.024,1725.25,-6.2312,4485.78,2.37825,-4.881,1,-2985.55,8590.2,1,200.36,6.1856,-44274.78,-9.5126,412.05,2284.34,10.0893,-1.74422,,TRUE
-4.23,3.8746,-10.882,1646.83,-5.945,2151.78,7.083,-7.023,0,-2325.25,8936.4,1,181.94,6.6954,-44182.167,-7.987,-384.24,1493.14,10.5147,-2.0572,,FALSE
-4.23,3.47871,-19.394,1656.31,-7.4,2787.98,10.41,-2.1276,1,-1290.65,12008.7,0,165.416,6.8428,-44056.5,-8.3114,-306.42,1806.16,9.4305,-2.1476,-14.15,FALSE
-4.23,4.3522,-18.044,1949.78,-5.8838,2769.81,3.2679,-1.2492,0,-2649.35,12036.6,1,175.084,14.71,-44006.13,-10.93,208.65,1856.518,12.342,-1.80792,,FALSE
-1.23,6.116,-12.731,1686.59,-7.38,2700.21,6.885,-0.5013,0,-2500.95,10875.3,1,171.182,7.5286,-44036.13,-8.9872,12.24,1837.766,12.15,-2.4934,,TRUE
-1.23,4.3039,-13.119,1700.49,-8.688,2769.44,7.752,-5.028,1,-2683.65,5839.2,0,170.176,7.2684,-43907.91,-8.066,3999.75,2063.54,9.4959,-3.998,,TRUE
-4.23,6.227,-14.1494,1728.6,-8.494,2707.339,2.757,-2.2035,0,-2549.96,8401.2,1,180.054,8.914,-44211.96,-15.178,-5.7,1835.092,9.8787,-1.7818,,FALSE
-1.23,5.938,-20.258,1664.211,-6.6764,2680.15,6.237,-8.874,0,-2496.61,11112.9,0,173.116,10.22,-44158.438,-9.2244,47.43,1927.72,15.486,-1.7419904,-15.93,TRUE
-4.23,4.73,-13.609,1695.35,-6.178,2626.06,2.9202,-7.389,1,-2653.05,11353.98,0,174.912,7.1516,-44147.889,-7.8702,4692.75,1443.94,19.839,-1.79656,-13.73,FALSE
-4.23,3.6201,-15.0047,1663.511,-5.36258,2761.31,4.8846,-5.118,1,-1989.35,10554,0,182.38,10.676,-44134.899,-11.912,-88.71,9415.54,9.6573,-1.9414,,TRUE
-1.23,4.0569,-12.325,1665.123,-11.89,2677.68,4.4073,-5.262,0,-2444.36,11946.3,1,175.774,8.756,-44206.68,-8.0502,879.75,1792.26,13.395,-1.76374,-14.01,FALSE
-4.23,3.6211,-12.245,1778.08,-6.8412,2970.08,3.6879,-1.716,0,-2374.55,17089.2,1,174.222,7.7086,-44159.878,-8.6634,-93.51,1809.06,9.25326,-2.2084,,FALSE
-1.23,3.6412,-21.328,1638.72,-7.86,2613.68,2.330214,-7.116,1,-1929.55,11630.853,1,162.816,8.638,-44156.199,-9.5506,166.65,2048.74,10.9392,-1.7400323,-13.56,TRUE
-1.23,4.3637,-14.7977,1677.044,-5.5238,2732.71,6.549,-12.06,0,-2539.85,12033.6,1,167.938,9.132,-44005.59,-8.039,1659.45,1490.74,10.0698,-2.9208,,FALSE
-1.23,4.3156,-17.538,1755.68,-6.0308,3850.78,10.275,-3.258,1,-2685.95,10821.6,1,189.98,6.16882,-43549.83,-12.192,45.6,1616.14,13.227,-1.86256,-14.52,FALSE
-4.23,6.52,-8.643,1699.23,-10.624,2850.68,7.743,-2.4654,1,-2486.39,11351.52,1,163.812,7.5856,-44167.386,-8.2814,-1076.85,1803.14,18.333,-2.3362,,FALSE
-1.23,6.089,-13.6534,2963.48,-6.99,3104.28,4.359,-0.4728,1,-2585.09,13285.5,0,163.208,7.8266,-44105.1,-8.1794,2913.75,2156.54,10.1112,-2.1704,,FALSE
-1.23,4.1393,-12.391,1505.08,-8.378,2633.93,3.2808,-1.5708,1,-2316.75,-643.8,0,172.422,8.844,-44053.53,-9.1184,342.75,2184.74,9.20133,-2.1726,,TRUE
-1.23,5.365,-16.406,1610.97,-5.5906,1942.38,4.107,-7.044,1,-2392.15,10098.6,1,168.612,6.7164,-44229.21,-9.2838,115.98,3753.94,9.22104,-2.4838,-16.14,TRUE
-4.23,3.8322,-13.2703,1665.127,-5.8194,2632.17,6.528,-0.6528,0,-2468.97,-4264.8,1,180.6,7.119,-44077.38,-11.932,-124.701,1789.38,9.30417,-3.3202,-13.58,FALSE
-1.23,4.66,-14.7907,1611.78,-5.7452,2959.68,4.0119,-1.0686,1,-2376.45,11130,1,211.04,6.514,-44099.88,-7.9042,-2739.15,1812.62,12.339,-2.7156,-13,FALSE
-4.23,4.628,-9.982,1648.69,-6.1214,2690.82,6.561,-8.508,0,-2373.55,12884.4,1,163.188,12.844,-44173.326,-8.9764,-111.96,1957.48,9.783,-1.8797,,FALSE
-4.23,3.4931,-11.274,1973.98,-7.346,2885.58,8.793,-0.9243,0,-3818.65,9799.5,0,161.1176,8.018,-44198.04,-11.532,212.85,2173.34,10.5129,-1.9972,,TRUE
-1.23,3.7471,-14.4833,1986.38,-5.6582,2990.08,2.7891,-0.9534,0,-2735.35,10988.4,1,179.152,7.7644,-44244.36,-7.8472,2332.95,3209.74,14.013,-3.0162,,TRUE
-1.23,4.0987,-8.808,1688.05,-5.8958,2681.59,5.835,-4.125,0,-2690.05,11632.587,0,165.714,11.536,-44132.577,-13.804,136.08,1692.94,19.695,-2.2784,,FALSE
-1.23,3.6152,-9.443,2155.78,-5.803,3581.98,9.738,-0.8547,1,-3270.55,11861.37,0,184.4,6.4694,-41591.43,-7.8648,3987.75,1422.94,11.0694,-3.441,,FALSE
-1.23,4.0377,-17.153,1638.71,-8.598,2769.81,7.14,-1.6194,0,-2237.95,11542.41,1,185.8,7.6688,-44018.1,-7.805,-4892.25,1694.1,12.831,-2.5372,,FALSE
-1.23,4.988,-21.654,1962.98,-8.174,4002.78,3.8031,-1.1691,1,-2555.03,7264.2,1,171.588,6.4768,-44171.625,-8.0248,775.95,2036.12,9.7413,-1.745634,-14.36,TRUE
-1.23,4.737,-12.412,1747.11,-7.55,2822.18,4.3011,-2.7183,0,-2514.375,12850.8,1,213.46,10.21,-44226.87,-10.536,-30.81,1830.33,10.3029,-5.912,-14.19,FALSE
-4.23,3.7613,-15.334,1734.96,-11.172,2513.08,2.58501,-2.301,0,-3131.45,15523.2,1,192.6,7.058,-44602.53,-8.1352,4851.75,1830.824,9.4782,-3.5342,-13.43,FALSE
-4.23,6.22,-7.057,1667.484,-6.1994,2498.38,6.561,-5.232,1,-2499.6,7504.2,0,187.46,6.3974,-44152.485,-9.604,-134.397,1785.86,9.9663,-1.76304,-15.15,TRUE
-1.23,3.5087,-17.744,1679.172,-6.2204,2817.58,11.142,-1.5876,1,-918.65,12792.3,0,178.744,11.502,-44166.846,-8.386,-74.01,2869.14,11.7699,-2.0278,-14.4,FALSE
-4.23,3.6894,-6.337,1709.54,-5.36748,2676.03,4.9389,-1.4604,0,-2951.65,9601.2,0,172.194,7.2186,-44194.35,-8.3552,3078.75,13327.54,10.1451,-2.1932,-14.85,TRUE
-4.23,3.48616,-14.7094,1370.18,-5.965,2547.58,6.9,-0.9126,1,-942.65,11061,1,182.44,7.3788,-44311.56,-8.536,447.75,3168.94,13.164,-2.3502,,TRUE
-1.23,3.6108,-25.13,1672.393,-7.818,2620.03,3.3135,-10.08,0,-2838.25,12502.2,0,166.888,6.8074,-44167.773,-9.896,725.25,2100.34,9.7317,-7.476,-14.37,FALSE
-1.23,6.493,-16.072,1746.76,-5.8032,3655.98,6.063,-3.897,1,-2543.86,4663.2,0,194.66,6.4328,-44166.27,-7.7828,1474.95,1597.54,9.4068,-1.742316,,TRUE
-4.23,4.2845,-11.564,1696.57,-5.5656,3008.28,4.2402,-2.7012,0,-2393.15,13124.4,1,160.8136,7.6416,-44000.25,-8.0112,503.55,4747.54,9.5373,-1.7400021,,TRUE
-1.23,3.5507,-18.581,1672.262,-6.2328,2838.38,3.3813,-4.059,1,-1488.65,11748.93,0,170.986,8.022,-44260.53,-12.398,-337.17,1563.34,11.37,-2.0302,-13.47,FALSE
-4.23,4.0101,-0.16,1805.18,-5.9098,4366.78,2.3412,-1.2717,0,-2309.95,11837.97,1,190.16,6.3538,-44228.16,-7.73976,-5231.25,2004.38,10.0686,-1.77844,,FALSE
-1.23,5.227,-11.654,1703.22,-6.4218,2561.58,2.781,-2.3358,1,-2579.38,12288.3,0,176.908,6.3526,-44226.78,-8.8938,1652.55,2338.14,11.1276,-1.91396,-15.16,FALSE
-4.23,4.2449,-18.93,1597.84,-7.32,2217.78,2.53914,-2.7534,1,-2389.95,21682.2,1,168.242,6.489,-44052.69,-7.72076,8901.75,2109.14,9.30504,-2.8888,-14.28,TRUE
-4.23,3.5387,-8.988,1470.38,-5.5686,2373.48,8.418,-1.0017,0,-1432.65,7618.2,0,189.44,6.5546,-44208.42,-9.5684,-300.96,2218.74,9.6327,-1.744084,,TRUE
-4.23,5.841,-17.684,1754.04,-10.246,2842.58,3.1677,-2.2188,1,-2540.9,11970.6,1,186.26,8.812,-44434.47,-12.944,120.36,1993.78,9.6432,-1.7402336,,TRUE
-4.23,6.169,-14.832,1948.08,-5.473,3290.88,7.398,-1.41,1,-2573.24,4606.2,1,171.904,6.7118,-44343.45,-13.738,-54.6,970.54,9.5928,-2.7678,,FALSE
-1.23,3.47321,-12.942,1720.1,-6.5064,4155.78,3.1389,-4.794,1,-3554.65,11812.11,0,184.64,6.2536,-44395.77,-8.1174,2091.45,2030.16,16.686,-1.93162,,FALSE
-4.23,4.608,-19.524,1801.98,-5.5886,3153.88,5.2017,-2.0259,1,-2550.3,11232.9,0,172.088,7.1174,-44159.855,-13.384,-82.86,2369.74,11.7309,-4.534,,FALSE
-4.23,3.8875,-22.339,1798.88,-7.774,2859.98,2.8713,-2.2743,1,-2783.55,12664.8,1,173.676,9.378,-44083.29,-9.962,612.45,2139.14,10.0104,-1.85418,-14.85,TRUE
-1.23,3.8795,-19.533,1636.68,-7.698,2506.48,6.54,-5.616,1,-2222.75,11643.129,0,166.712,6.696,-44089.11,-8.2244,910.05,2142.94,19.215,-2.311,,FALSE
-4.23,3.48552,-13.147,1377.38,-7.336,2417.28,4.2942,-1.1919,0,-603.65,10211.7,1,237.34,7.3654,-44213.82,-7.948,1015.35,2167.34,10.3746,-1.91332,-14.44,TRUE
-4.23,4.1207,-6.968,1593.03,-10.322,2714.679,2.8068,-0.8751,0,-2401.85,10900.8,1,188.48,9.336,-44030.16,-7.7986,1236.75,1927.8,11.9964,-1.849,-15.81,TRUE
-1.23,4.712,-23.243,2112.58,-5.4962,2927.98,7.068,-0.7026,1,-2580.45,11664.18,1,182.66,7.7482,-44241.96,-10.166,188.55,1779.52,18.378,-1.76312,-13,FALSE
-4.23,3.581,-21.729,1601.78,-5.41178,2534.98,3.5436,-1.8714,0,-2257.65,19912.2,1,209.6,7.852,-44171.034,-10.002,233.25,-378.46,9.333,-1.81788,,FALSE
-4.23,4.3681,-14.0385,1847.68,-5.7162,3195.48,6.546,-1.9311,1,-2732.35,11906.88,0,176.02,6.9522,-44163.831,-14.162,250.05,3957.54,13.938,-1.7679,-15.46,TRUE
-1.23,5.476,-14.985,1732.18,-7.648,2966.18,2.39958,-0.8292,1,-2467.88,5662.2,1,179.062,7.2014,-44157.667,-9.8,-218.46,2079.34,9.4746,-2.012,-14.81,TRUE
-4.23,4.117,-9.313,1467.78,-5.5046,638.78,5.877,-1.2498,0,-2327.95,11508.21,0,174.666,6.10672,-44006.4,-8.5912,741.15,5083.54,10.1829,-1.85878,-12.94,FALSE
-1.23,5.727,-18.582,1665.586,-7.64,2712.376,3.0459,-3.834,1,-2499.56,11839.98,0,163.76,9.148,-44551.83,-8.1708,1448.25,1967.6,12.843,-8.02,-13.26,FALSE
-1.23,4.735,-18.102,1696.63,-5.7152,3551.48,5.1276,-5.832,0,-2429.42,9504.9,0,175.412,6.753,-44216.73,-11.998,-300.15,3204.74,10.1895,-2.8604,,TRUE
-1.23,3.8771,-15.54,1743.81,-6.6456,2966.68,7.419,-4.365,0,-2722.35,11308.5,1,212.68,8.06,-44244.75,-9.974,57.54,1916.38,16.251,-1.81484,-14.63,TRUE
-4.23,3.719,-4.555,1957.58,-5.7056,2883.18,3.9915,-0.7614,0,-2824.95,11040.9,0,179.734,7.5178,-44183.841,-10.638,309.75,3366.34,12.69,-2.4084,,TRUE
-4.23,4.0077,-13.8149,1764.35,-5.6396,3331.08,6.276,-3.1284,0,-2672.95,10260.9,0,220.7,6.6914,-44110.59,-8.593,388.35,1954.92,10.6512,-1.7417898,,TRUE
-1.23,3.8554,-14.765,1940.08,-8.976,2974.98,6.693,-1.0386,0,-2619.95,11379.3,1,176.516,7.5912,-44400.51,-7.957,344.85,1812.6,15.63,-1.76818,-16.99,TRUE
-1.23,6.593,-9.855,1700.19,-6.794,2643.21,2.44143,-5.403,1,-2561.09,11750.76,0,273.18,6.1403,-43952.49,-8.2214,2781.15,1813.3,15.669,-1.8361,,FALSE
-4.23,3.7757,-11.215,1534.68,-6.4164,2590.68,5.4,-1.3458,1,-2386.75,11318.1,0,180.032,9.808,-44177.877,-7.9744,1140.45,1650.06,17.358,-2.7094,-15.28,FALSE
-4.23,3.6197,-4.708,1678.482,-6.491,2076.88,4.9914,-6.819,0,-3543.65,11711.4,0,192,6.6666,-44222.97,-8.3322,4050.75,1963.46,16.569,-1.81752,,FALSE
-1.23,3.705,-15.0991,1676.494,-7.344,2704.88,3.4536,-4.212,1,-2742.15,12484.8,1,175.52,10.88,-44133.141,-8.663,1741.35,2179.74,9.8295,-2.2664,-15.51,TRUE
-1.23,3.7854,-13.8907,1847.28,-7.74,2915.78,4.0191,-1.3926,0,-2747.45,10421.4,1,184.66,7.4026,-44349.63,-8.0664,1504.05,1822.694,9.8442,-1.87418,,FALSE
-1.23,3.8113,-22.279,1685.81,-7.1332,2967.08,2.40324,-3.522,1,-2335.45,11103.9,0,185.14,7.0086,-44110.2,-8.0132,-105.81,2002.66,11.04,-6.606,,FALSE
-1.23,3.7494,-16.145,2115.58,-6.2296,2786.96,5.628,-0.7386,0,-2856.15,10996.5,1,163.886,9.858,-44197.77,-8.707,298.65,1554.14,14.064,-2.6264,-15.99,TRUE
-4.23,4.3268,-24.33,1718.86,-5.508,3258.98,8.106,-3.267,0,-2580.56,11901.96,0,232.88,6.4772,-44479.23,-8.1982,1971.15,3995.54,9.5055,-1.76602,,FALSE
-1.23,6.304,-17.957,1563.48,-5.39666,2680.84,3.0108,-1.8279,1,-2470.32,11465.34,0,169.624,9.926,-43825.23,-8.2964,1049.85,9197.54,16.071,-1.741375,,TRUE
-4.23,4.1021,-5.14,1818.08,-6.3976,2612.18,4.9053,-0.5049,1,-2628.95,1978.2,1,160.59516,8.306,-43943.34,-7.7228,5091.75,1399.14,9.345,-3.523,,FALSE
-4.23,3.996,-16.088,1683.48,-7.628,2644.92,3.7056,-2.5845,0,-2752.15,12102.9,1,165.706,9.482,-44218.26,-8.7896,1930.35,2013.38,10.2615,-2.4698,-16.35,TRUE
-1.23,3.9178,-12.341,1668.935,-7.95,2627.27,2.5074,-2.7201,1,-2719.05,11379.93,0,171.026,9.024,-44083.59,-11.848,301.65,2048.94,21.345,-1.74585,,TRUE
-1.23,3.5262,-12.748,1674.894,-7.306,2756.52,7.818,-7.761,0,-2184.65,11883.75,1,164.354,7.3012,-44183.91,-8.326,79.14,1697.04,10.8675,-1.756678,,FALSE
-1.23,4.738,-16.079,3022.48,-7.2428,2943.28,4.3632,-0.40785,0,-2548.74,11376.93,0,184.98,9.438,-44161.389,-10.234,-190.83,2031.1,22.005,-1.78602,,TRUE
-1.23,3.9282,-16.808,1718.25,-6.8768,2958.28,7.965,-2.7327,0,-2664.35,10564.5,1,202.44,6.7732,-44171.481,-12.014,223.35,2326.94,9.6633,-1.76994,-14.71,FALSE
-1.23,3.5244,-3.95,1676.223,-7.1296,3676.18,7.44,-3.312,0,-1715.05,11139.9,1,189.64,6.2838,-44252.67,-11.202,-207.45,2234.54,16.395,-2.226,-16.44,TRUE
-4.23,3.995,-17.421,1681.27,-6.3732,2945.48,7.764,-5.031,1,-2285.15,13392.3,0,167.936,8.222,-44107.17,-12.38,-116.58,2570.94,10.2261,-1.9632,-16.25,TRUE
-1.23,4.2009,-14.8556,1687.18,-6.1436,2681.66,7.65,-4.626,1,-2629.75,11783.91,1,164.552,9.858,-44103.72,-9.966,445.05,1561.94,12.429,-1.8564,-15.08,FALSE
-1.23,4.415,-16.922,1813.68,-9.116,2996.98,4.1007,-1.389,0,-2415.68,9597.6,1,184.68,8.142,-43808.13,-8.0938,-2288.55,1877.78,10.7109,-2.9748,,TRUE
-4.23,3.85,-16.99,1701.48,-5.677,3686.28,3.0591,-8.895,0,-2512.1438,11584.83,0,175.296,6.7114,-44140.548,-10.044,-103.86,2759.74,11.6589,-1.746516,-15.23,TRUE
-4.23,3.729,-22.833,1721.41,-5.5886,2420.88,3.7359,-2.7432,1,-2997.35,11366.88,0,169.506,6.6278,-44207.13,-9.0174,755.55,610.54,21.036,-1.744896,-14.74,FALSE
-4.23,3.46902,-20.23,1546.98,-5.9744,2369.68,2.59167,-1.866,1,-882.65,11415.75,0,177.288,6.7376,-44165.055,-10.84,109.86,2806.54,9.6087,-2.5196,,FALSE
-1.23,5.361,-11.818,1657.86,-5.7606,3022.68,5.1735,-8.217,1,-2407.95,4942.2,0,172.444,6.13148,-43190.43,-12.346,-421.98,1697.62,9.5922,-1.9674,-15.67,TRUE
-1.23,4.3747,-19.527,1682.76,-7.2536,3014.98,3.2655,-7.689,0,-2448.92,11259,1,166.388,6.8498,-43938.78,-7.917,-1599.75,1788.04,15.993,-1.76376,-16.81,TRUE
-4.23,3.9547,-11.057,1689.72,-7.2468,3259.68,7.407,-5.211,1,-2431.4,11245.5,1,176.786,6.572,-44040.21,-10.172,-80.13,1996.6,10.8933,-1.93126,,TRUE
-1.23,3.9017,-15.561,1722.21,-5.42948,3539.88,6.597,-6.588,0,-2853.65,10194.6,1,175.742,6.4312,-44139.747,-7.8134,3075.75,1067.94,11.7201,-1.9462,,TRUE
-4.23,3.5183,-13.7382,1663.913,-6.4506,1900.08,2.6961,-4.152,0,-3101.65,11089.2,1,196.04,6.4692,-44241.48,-8.79,807.45,1607.34,14.106,-4.102,,FALSE
-4.23,4.1444,-15.536,1894.08,-5.5126,2167.18,8.418,-0.32427,0,-2707.35,10400.4,0,172.738,6.3952,-44250.78,-7.9658,5499.75,4337.54,11.5632,-3.2932,-14.53,TRUE
-1.23,3.6917,-4.444,1849.78,-7.282,2842.08,4.4136,-1.7634,0,-2931.45,11792.01,1,163.712,9.138,-44189.448,-8.9018,607.35,1780.24,11.4447,-2.1248,-14.09,FALSE
-1.23,5.607,-14.5462,2453.98,-6.3672,2892.38,3.9771,-0.42375,0,-2576.59,11851.83,1,164.686,7.4912,-44321.85,-9.3976,874.65,2284.14,11.5128,-2.37,,FALSE
